ID,Address,Match,MatchDetail,AddressMatch,LongLat,N,LR
6087,"5031 5TH ST NW, Washington, DC, 20011",Match,Exact,"5031 5th St NW, WASHINGTON, DC, 20011","-77.01963,38.951366",76223416,R
310,"1158 1ST ST NW, Washington, DC, 20001",Match,Exact,"1158 1st St NW, WASHINGTON, DC, 20001","-77.01219,38.905003",76237584,L
5352,"4411 19TH ST NE, Washington, DC, 20018",Match,Exact,"4411 19th St NE, WASHINGTON, DC, 20018","-76.9783,38.943058",76229035,R
6896,"6014 7TH PL NW, Washington, DC, 20011",Match,Exact,"6014 7th Pl NW, WASHINGTON, DC, 20011","-77.02337,38.96277",76223322,L
3498,"3009 44TH PL NW, Washington, DC, 20016",Match,Exact,"3009 44th Pl NW, WASHINGTON, DC, 20016","-77.08741,38.929043",76220106,R
6889,"6009 CHILLUM PL NE, Washington, DC, 20011",Match,Exact,"6009 Chillum Pl NE, WASHINGTON, DC, 20011","-77.00718,38.963264",76222128,R
729,"1304A TALBERT CT SE, Washington, DC, 20020",Tie,,,,,
7331,"6551 NORTH CAPITOL ST NE, Washington, DC, 20012",Match,Exact,"6551 N Capitol St NE, WASHINGTON, DC, 20012","-77.009026,38.96969",76222111,R
511,"1226 LINDEN PL NE, Washington, DC, 20002",Match,Exact,"1226 Linden Pl NE, WASHINGTON, DC, 20002","-76.989685,38.899563",76230165,L
1840,"1638 ROSEDALE ST NE, Washington, DC, 20002",Match,Exact,"1638 Rosedale St NE, WASHINGTON, DC, 20002","-76.98125,38.897434",76230426,L
919,"1333 T ST SE, Washington, DC, 20020",Match,Exact,"1333 T St SE, WASHINGTON, DC, 20020","-76.98637,38.86757",76231139,R
1440,"1500 VAN BUREN ST NW, Washington, DC, 20012",Match,Exact,"1500 Van Buren St NW, WASHINGTON, DC, 20012","-77.03489,38.969913",76221599,L
1847,"1640 V ST SE, Washington, DC, 20020",Match,Exact,"1640 V St SE, WASHINGTON, DC, 20020","-76.98144,38.864304",76231193,L
6475,"5306 2ND ST NW, Washington, DC, 20011",Match,Exact,"5306 2nd St NW, WASHINGTON, DC, 20011","-77.013596,38.9546",76223782,L
327,"1178 46TH PL SE, Washington, DC, 20019",Match,Exact,"1178 46th Pl SE, WASHINGTON, DC, 20019","-76.932556,38.8779",76236687,L
8043,"920 47TH PL NE, Washington, DC, 20019",Match,Exact,"920 47th Pl NE, WASHINGTON, DC, 20019","-76.934715,38.901806",76233298,L
5345,"441 17TH ST SE, Washington, DC, 20003",Match,Exact,"441 17th St SE, WASHINGTON, DC, 20003","-76.98078,38.88357",76230967,R
6078,"503 COLUMBIA RD NW, Washington, DC, 20001",Match,Exact,"503 Columbia Rd NW, WASHINGTON, DC, 20001","-77.01961,38.928555",76224216,R
910,"1332 SHEPHERD ST NW, Washington, DC, 20011",Match,Exact,"1332 Shepherd St NW, WASHINGTON, DC, 20011","-77.03075,38.939728",76222491,L
709,"1301 STAPLES ST NE, Washington, DC, 20002",Match,Exact,"1301 Staples St NE, WASHINGTON, DC, 20002","-76.98462,38.90278",76230224,R
1830,"1635 4TH ST NW, Washington, DC, 20001",Match,Exact,"1635 4th St NW, WASHINGTON, DC, 20001","-77.01615,38.91166",76224620,R
521,"1227 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1227 Queen St NE, WASHINGTON, DC, 20002","-76.98616,38.90662",76230114,R
719,"1304 F ST NE, Washington, DC, 20002",Match,Exact,"1304 F St NE, WASHINGTON, DC, 20002","-76.98809,38.897346",76230325,L
2961,"2331 17TH ST NW, Washington, DC, 20009",Match,Exact,"2331 17th St NW, WASHINGTON, DC, 20009","-77.03885,38.920902",76223056,R
7322,"6525 PINEY BRANCH RD NW, Washington, DC, 20012",Match,Exact,"6525 Piney Branch Rd NW, WASHINGTON, DC, 20012","-77.02587,38.96898",76221866,R
5338,"4407 SHERIFF RD NE, Washington, DC, 20019",Match,Exact,"4407 Sheriff Rd NE, WASHINGTON, DC, 20019","-76.93882,38.902744",76239807,R
529,"1229 I ST NE, Washington, DC, 20002",Match,Exact,"1229 I St NE, WASHINGTON, DC, 20002","-76.989655,38.901306",76230155,R
6482,"5308 DORSETT PL NW, Washington, DC, 20016",Match,Exact,"5308 Dorsett Pl NW, WASHINGTON, DC, 20016","-77.106445,38.926746",76219129,L
1450,"1503 G ST SE, Washington, DC, 20003",Match,Exact,"1503 G St SE, WASHINGTON, DC, 20003","-76.9831,38.88126",76230957,R
2969,"234 9TH ST SE, Washington, DC, 20003",Match,Exact,"234 9th St SE, WASHINGTON, DC, 20003","-76.993744,38.887028",76230055,L
6489,"5309 SHERIER PL NW, Washington, DC, 20016",Match,Exact,"5309 Sherier Pl NW, WASHINGTON, DC, 20016","-77.10543,38.92728",76219124,R
7594,"731 6TH ST SE, Washington, DC, 20003",Match,Exact,"731 6th St SE, WASHINGTON, DC, 20003","-76.998436,38.880173",76241573,L
5331,"4405 COLORADO AVE NW, Washington, DC, 20011",Match,Exact,"4405 Colorado Ave NW, WASHINGTON, DC, 20011","-77.04419,38.945316",76237573,R
8057,"923 6TH ST NE, Washington, DC, 20002",Match,Exact,"923 6th St NE, WASHINGTON, DC, 20002","-76.99843,38.901627",76229737,R
985,"1345 JEFFERSON ST NW, Washington, DC, 20011",Match,Exact,"1345 Jefferson St NW, WASHINGTON, DC, 20011","-77.03139,38.95517",76222323,R
8050,"921 BARNABY ST SE, Washington, DC, 20032",Match,Non_Exact,"921 Barnaby Rd SE, WASHINGTON, DC, 20032","-76.99056,38.8326",76232680,R
7394,"7 POMANDER WALK NW, Washington, DC, 20007",Match,Exact,"7 Pomander Walk NW, WASHINGTON, DC, 20007","-77.06717,38.909664",76224861,R
4967,"4138 7TH ST NW, Washington, DC, 20011",Match,Exact,"4138 7th St NW, WASHINGTON, DC, 20011","-77.02161,38.941338",76223638,L
2993,"24 SHERIDAN ST NE, Washington, DC, 20011",Match,Exact,"24 Sheridan St NE, WASHINGTON, DC, 20011","-77.00831,38.966434",76222121,L
572,"124 36TH ST NE, Washington, DC, 20019",Match,Exact,"124 36th St NE, WASHINGTON, DC, 20019","-76.95331,38.891212",76233108,L
702,"1301 21ST ST NW, Washington, DC, 20036",Match,Exact,"1301 21st St NW, WASHINGTON, DC, 20036","-77.04662,38.90728",76225289,R
2102,"1742 LANG PL NE, Washington, DC, 20002",Match,Exact,"1742 Lang Pl NE, WASHINGTON, DC, 20002","-76.978325,38.904385",76230270,L
3239,"2711 36TH ST NW, Washington, DC, 20007",Match,Exact,"2711 36th St NW, WASHINGTON, DC, 20007","-77.07087,38.92491",76220927,R
579,"124 TODD PL NE, Washington, DC, 20002",Match,Exact,"124 Todd Pl NE, WASHINGTON, DC, 20002","-77.00529,38.916294",76224714,L
976,"1344 L ST SE, Washington, DC, 20003",Match,Exact,"1344 L St SE, WASHINGTON, DC, 20003","-76.98711,38.877533",76230923,L
7586,"730 6TH ST SE, Washington, DC, 20003",Match,Exact,"730 6th St SE, WASHINGTON, DC, 20003","-76.99848,38.879845",76235219,L
5118,"424 DELAFIELD PL NW, Washington, DC, 20011",Match,Exact,"424 Delafield Pl NW, WASHINGTON, DC, 20011","-77.018036,38.94924",76223600,L
3254,"2721 POPLAR ST NW, Washington, DC, 20007",Match,Exact,"2721 Poplar St NW, WASHINGTON, DC, 20007","-77.05608,38.909",76225004,R
302,"115 MADISON ST NW, Washington, DC, 20011",No_Match,,,,,
5322,"4402 MARTIN LUTHER KING JR AVE SW, Washington, DC, 20032",Match,Exact,"4402 Martin Luther King Jr Ave SW, WASHINGTON, DC, 20032","-77.012566,38.825836",76227829,L
8064,"925 9TH ST NE, Washington, DC, 20002",Match,Exact,"925 9th St NE, WASHINGTON, DC, 20002","-76.99374,38.901646",76229797,R
4976,"415 12TH ST NE, Washington, DC, 20002",Match,Exact,"415 12th St NE, WASHINGTON, DC, 20002","-76.99023,38.89527",76230300,R
2113,"1747 A ST SE, Washington, DC, 20003",Match,Exact,"1747 A St SE, WASHINGTON, DC, 20003","-76.97993,38.88866",76230528,R
3246,"2717 RITTENHOUSE ST NW, Washington, DC, 20015",Match,Exact,"2717 Rittenhouse St NW, WASHINGTON, DC, 20015","-77.05636,38.969772",76219404,R
5315,"4400 GARRISON ST NW, Washington, DC, 20016",Match,Exact,"4400 Garrison St NW, WASHINGTON, DC, 20016","-77.08633,38.955944",76219658,L
587,"1242 IRVING ST NW, Washington, DC, 20010",Match,Exact,"1242 Irving St NW, WASHINGTON, DC, 20010","-77.02904,38.92862",76224098,L
7385,"684 4TH ST NE, Washington, DC, 20002",Match,Exact,"684 4th St NE, WASHINGTON, DC, 20002","-77.000595,38.898632",76229832,L
5125,"4245 MASSACHUSETTS AVE SE, Washington, DC, 20019",Match,Exact,"4245 Massachusetts Ave SE, WASHINGTON, DC, 20019","-76.94161,38.86998",76233781,R
7579,"728 KENNEDY ST NE, Washington, DC, 20011",Match,Exact,"728 Kennedy St NE, WASHINGTON, DC, 20011","-76.99642,38.957287",76228082,L
2132,"1758 KILBOURNE PL NW, Washington, DC, 20010",Match,Exact,"1758 Kilbourne Pl NW, WASHINGTON, DC, 20010","-77.04028,38.930553",76222866,L
8079,"931 BLAKNEY LN SE, Washington, DC, 20032",Match,Non_Exact,"931 Blakney Ln, WASHINGTON, DC, 20032","-76.99127,38.83661",635190569,L
969,"1342 GIRARD ST NW, Washington, DC, 20009",Match,Exact,"1342 Girard St NW, WASHINGTON, DC, 20009","-77.03086,38.925735",76223025,L
3261,"2724 POPLAR ST NW, Washington, DC, 20007",Match,Exact,"2724 Poplar St NW, WASHINGTON, DC, 20007","-77.05612,38.908974",76225004,L
5104,"423 GALLATIN ST NW, Washington, DC, 20011",Match,Exact,"423 Gallatin St NW, WASHINGTON, DC, 20011","-77.018585,38.95213",76223417,R
4992,"418 EASTERN AVE NE, Washington, DC, 20019",Match,Exact,"418 Eastern Ave NE, WASHINGTON, DC, 20019","-76.91249,38.89527",635190538,L
8071,"928 O ST NW, Washington, DC, 20001",Match,Exact,"928 O St NW, WASHINGTON, DC, 20001","-77.02492,38.908558",624363170,L
1606,"1531 D ST SE, Washington, DC, 20003",Match,Exact,"1531 D St SE, WASHINGTON, DC, 20003","-76.98319,38.88409",76230940,R
1803,"1628 D ST SE, Washington, DC, 20003",Match,Exact,"1628 D St SE, WASHINGTON, DC, 20003","-76.98178,38.884117",76230966,L
4984,"416 57TH ST NE, Washington, DC, 20019",Match,Exact,"416 57th St NE, WASHINGTON, DC, 20019","-76.91917,38.894905",76234120,L
556,"1236 G ST NE, Washington, DC, 20002",Match,Exact,"1236 G St NE, WASHINGTON, DC, 20002","-76.9895,38.898922",76230311,L
5307,"439 PARK RD NW, Washington, DC, 20010",Match,Exact,"439 Park Rd NW, WASHINGTON, DC, 20010","-77.01945,38.93261",76224164,R
5111,"4236 BROOKS ST NE, Washington, DC, 20019",Match,Exact,"4236 Brooks St NE, WASHINGTON, DC, 20019","-76.94188,38.89379",76233178,L
7378,"68 P ST NW, Washington, DC, 20001",Match,Exact,"68 P St NW, WASHINGTON, DC, 20001","-77.01113,38.909626",76226500,L
2123,"1753 HARVARD ST NW, Washington, DC, 20009",Match,Exact,"1753 Harvard St NW, WASHINGTON, DC, 20009","-77.0413,38.927193",76222874,R
2141,"1763 W ST SE, Washington, DC, 20020",Match,Exact,"1763 W St SE, WASHINGTON, DC, 20020","-76.97886,38.862053",76234895,R
958,"1340 RIDGE PL SE, Washington, DC, 20020",Match,Exact,"1340 Ridge Pl SE, WASHINGTON, DC, 20020","-76.986244,38.86886",76231063,L
7560,"725 EMERSON ST NW, Washington, DC, 20011",Match,Exact,"725 Emerson St NW, WASHINGTON, DC, 20011","-77.02248,38.94988",76223559,R
5300,"4370 WESTOVER PL NW, Washington, DC, 20016",Match,Exact,"4370 Westover Pl NW, WASHINGTON, DC, 20016","-77.08472,38.93589",76239580,R
3275,"2745 4TH ST NE, Washington, DC, 20002",Match,Exact,"2745 4th St NE, WASHINGTON, DC, 20002","-77.00056,38.925003",76228452,R
7567,"726 FARRAGUT ST NW, Washington, DC, 20011",Match,Exact,"726 Farragut St NW, WASHINGTON, DC, 20011","-77.023026,38.95091",76223551,L
1406,"146 UHLAND TER NE, Washington, DC, 20002",Match,Exact,"146 Uhland Ter NE, WASHINGTON, DC, 20002","-77.00434,38.917572",76228605,L
8086,"941SE 15TH ST SE, Washington, DC, 20003",Match,Exact,"941 15th St SE, WASHINGTON, DC, 20003","-76.98368,38.878838",76230989,R
565,"1238 FARRAGUT PL NE, Washington, DC, 20017",Match,Exact,"1238 Farragut Pl NE, WASHINGTON, DC, 20017","-76.98882,38.95164",76228244,L
7364,"67 P ST NW, Washington, DC, 20001",Match,Exact,"67 P St NW, WASHINGTON, DC, 20001","-77.01109,38.909653",76226500,R
1208,"1415 DUNCAN ST NE, Washington, DC, 20002",Match,Exact,"1415 Duncan St NE, WASHINGTON, DC, 20002","-76.984985,38.895386",76230341,R
3268,"2729 6TH ST NE, Washington, DC, 20017",Match,Exact,"2729 6th St NE, WASHINGTON, DC, 20017","-76.99843,38.924843",76228460,R
2148,"1772 KILBOURNE PL NW, Washington, DC, 20010",Match,Exact,"1772 Kilbourne Pl NW, WASHINGTON, DC, 20010","-77.040596,38.930553",76222866,L
2747,"220 14TH PL NE, Washington, DC, 20002",Match,Exact,"220 14th Pl NE, WASHINGTON, DC, 20002","-76.98459,38.892452",76230443,L
4046,"3315 CROFFUT PL SE, Washington, DC, 20019",Match,Exact,"3315 Croffut Pl SE, WASHINGTON, DC, 20019","-76.95886,38.886784",76231563,R
6019,"5012 8TH ST NE, Washington, DC, 20017",Match,Exact,"5012 8th St NE, WASHINGTON, DC, 20017","-76.99482,38.9504",76228159,L
3681,"3114 45TH ST NW, Washington, DC, 20016",Match,Exact,"3114 45th St NW, WASHINGTON, DC, 20016","-77.08866,38.931538",76220087,L
3876,"322 17TH ST NE, Washington, DC, 20002",Match,Exact,"322 17th St NE, WASHINGTON, DC, 20002","-76.98078,38.893673",76230469,L
3674,"3111 WALNUT ST NE, Washington, DC, 20018",Match,Exact,"3111 Walnut St NE, WASHINGTON, DC, 20018","-76.9615,38.93011",76229513,R
4926,"4115 PARKGLEN CT NW, Washington, DC, 20007",Match,Exact,"4115 Parkglen Ct NW, WASHINGTON, DC, 20007","-77.078964,38.91707",76235364,R
3012,"241 10TH ST NE, Washington, DC, 20002",Match,Exact,"241 10th St NE, WASHINGTON, DC, 20002","-76.99263,38.892662",76229999,R
1622,"1535 CONSTITUTION AVE NE, Washington, DC, 20002",Match,Exact,"1535 Constitution Ave NE, WASHINGTON, DC, 20002","-76.98312,38.891994",76230488,R
2159,"18 14TH ST SE, Washington, DC, 20003",Match,Exact,"18 14th St SE, WASHINGTON, DC, 20003","-76.9855,38.889576",76230395,L
4036,"3311 MARTIN LUTHER KING JR AVE SE, Washington, DC, 20032",No_Match,,,,,
3208,"27 SEATON PL NE, Washington, DC, 20002",Match,Exact,"27 Seaton Pl NE, WASHINGTON, DC, 20002","-77.00861,38.914837",76237776,L
4291,"3516 NEW HAMPSHIRE AVE NW, Washington, DC, 20010",Match,Exact,"3516 New Hampshire Ave NW, WASHINGTON, DC, 20010","-77.02671,38.933144",76224077,L
6295,"5155 SHERIFF RD NE, Washington, DC, 20019",Match,Exact,"5155 Sheriff Rd NE, WASHINGTON, DC, 20019","-76.92593,38.90358",76233965,R
3883,"3223 11TH ST NW, Washington, DC, 20010",Match,Exact,"3223 11th St NW, WASHINGTON, DC, 20010","-77.027794,38.929935",76224094,R
4298,"352 N ST SW, Washington, DC, 20024",No_Match,,,,,
3688,"3115 PATTERSON PL NW, Washington, DC, 20015",Match,Exact,"3115 Patterson Pl NW, WASHINGTON, DC, 20015","-77.06164,38.96831",76219335,R
3890,"3225 11TH ST NW, Washington, DC, 20010",Match,Exact,"3225 11th St NW, WASHINGTON, DC, 20010","-77.027794,38.929955",76224094,R
3001,"2406 2ND ST NE, Washington, DC, 20002",Match,Exact,"2406 2nd St NE, WASHINGTON, DC, 20002","-77.003525,38.921413",76228558,L
4026,"331 7TH ST NE, Washington, DC, 20002",Match,Exact,"331 7th St NE, WASHINGTON, DC, 20002","-76.99615,38.89397",76229959,R
1613,"1532 MARION ST NW, Washington, DC, 20001",Match,Exact,"1532 Marion St NW, WASHINGTON, DC, 20001","-77.02094,38.910362",76226205,L
4933,"412 7TH ST NE, Washington, DC, 20002",Match,Exact,"412 7th St NE, WASHINGTON, DC, 20002","-76.996185,38.895515",76229954,L
6012,"5009 4TH ST NW, Washington, DC, 20011",Match,Exact,"5009 4th St NW, WASHINGTON, DC, 20011","-77.01755,38.951214",76223427,R
3406,"2915 O ST NW, Washington, DC, 20007",Match,Exact,"2915 O St NW, WASHINGTON, DC, 20007","-77.05836,38.908512",76224979,R
2167,"1801 35TH ST NW, Washington, DC, 20007",Match,Exact,"1801 35th St NW, WASHINGTON, DC, 20007","-77.06931,38.914616",76221075,R
3215,"2703 HAMLIN ST NE, Washington, DC, 20018",Match,Exact,"2703 Hamlin St NE, WASHINGTON, DC, 20018","-76.968925,38.927708",76229297,R
6288,"5149 NEBRASKA AVE NW, Washington, DC, 20008",Match,Exact,"5149 Nebraska Ave NW, WASHINGTON, DC, 20008","-77.0696,38.95695",632575919,R
6806,"574 REGENT PL NE, Washington, DC, 20017",No_Match,,,,,
6281,"514 IRVING ST NW, Washington, DC, 20010",Match,Exact,"514 Irving St NW, WASHINGTON, DC, 20010","-77.01998,38.929287",632575817,L
3897,"3228 19TH ST NW, Washington, DC, 20010",Match,Exact,"3228 19th St NW, WASHINGTON, DC, 20010","-77.04421,38.932537",76222575,L
3026,"2415 OBSERVATORY PL NW, Washington, DC, 20007",Match,Exact,"2415 Observatory Pl NW, WASHINGTON, DC, 20007","-77.074715,38.92087",76220983,R
2761,"2203 T PL SE, Washington, DC, 20020",Match,Exact,"2203 T Pl SE, WASHINGTON, DC, 20020","-76.975586,38.86601",76231770,R
2770,"2208 KALORAMA RD NW, Washington, DC, 20008",Match,Exact,"2208 Kalorama Rd NW, WASHINGTON, DC, 20008","-77.049904,38.918003",76222664,L
4949,"4125 18TH ST NE, Washington, DC, 20018",Match,Exact,"4125 18th St NE, WASHINGTON, DC, 20018","-76.980125,38.939884",76228415,R
3697,"312 14TH ST NE, Washington, DC, 20002",Match,Exact,"312 14th St NE, WASHINGTON, DC, 20002","-76.98553,38.89377",76230345,L
2174,"1802 H ST NE, Washington, DC, 20002",Match,Exact,"1802 H St NE, WASHINGTON, DC, 20002","-76.9774,38.900208",76231265,L
3415,"2919 DUMBARTON ST NW, Washington, DC, 20007",Match,Non_Exact,"2919 Dumbarton Ave NW, WASHINGTON, DC, 20007","-77.05837,38.90769",76224982,R
1640,"154 T ST NE, Washington, DC, 20002",Match,Exact,"154 T St NE, WASHINGTON, DC, 20002","-77.00437,38.91558",76224726,L
5806,"4803 ARKANSAS AVE NW, Washington, DC, 20011",Match,Exact,"4803 Arkansas Ave NW, WASHINGTON, DC, 20011","-77.02966,38.948742",76223439,R
4942,"4122 5TH ST NW, Washington, DC, 20011",Match,Exact,"4122 5th St NW, WASHINGTON, DC, 20011","-77.01918,38.941254",76223674,L
6003,"5006 5TH ST NW, Washington, DC, 20011",Match,Exact,"5006 5th St NW, WASHINGTON, DC, 20011","-77.01965,38.951134",76223416,L
4016,"3307 MACOMB ST NW, Washington, DC, 20008",Match,Exact,"3307 Macomb St NW, WASHINGTON, DC, 20008","-77.06536,38.933506",76221094,R
6274,"5139 SHERIER PL NW, Washington, DC, 20016",Match,Exact,"5139 Sherier Pl NW, WASHINGTON, DC, 20016","-77.10328,38.92531",76219936,R
6814,"580 NICHOLSON ST NE, Washington, DC, 20011",Match,Exact,"580 Nicholson St NE, WASHINGTON, DC, 20011","-76.99817,38.959743",76228017,L
3019,"2411 HILLSDALE PL SE, Washington, DC, 20020",Match,Non_Exact,"2411 Hillsdale Pl, WASHINGTON, DC, 20020","-76.98613,38.857452",624065513,R
2779,"2210 16TH ST SE, Washington, DC, 20020",Match,Exact,"2210 16th St SE, WASHINGTON, DC, 20020","-76.98267,38.863323",76231197,L
795,"1314 KEARNY ST NE, Washington, DC, 20017",Match,Non_Exact,"1314 Kearney St NE, WASHINGTON, DC, 20017","-76.98811,38.930717",76228764,L
992,"1346 EMERALD ST NE, Washington, DC, 20002",Match,Exact,"1346 Emerald St NE, WASHINGTON, DC, 20002","-76.986984,38.896736",76230328,L
4958,"413 QUINCY ST NW, Washington, DC, 20011",Match,Exact,"413 Quincy St NW, WASHINGTON, DC, 20011","-77.01791,38.93782",76223697,R
3429,"2927 NORTHAMPTON ST NW, Washington, DC, 20015",Match,Exact,"2927 Northampton St NW, WASHINGTON, DC, 20015","-77.05959,38.965828",76219394,R
1633,"1538 2ND ST SW, Washington, DC, 20024",Match,Exact,"1538 2nd St SW, WASHINGTON, DC, 20024","-77.01365,38.87152",76227259,L
3232,"2709 MINNESOTA AVE SE, Washington, DC, 20019",Match,Exact,"2709 Minnesota Ave SE, WASHINGTON, DC, 20019","-76.96838,38.87462",632575598,R
3422,"2923 34TH ST NW, Washington, DC, 20008",Match,Exact,"2923 34th St NW, WASHINGTON, DC, 20008","-77.06637,38.92873",76221116,R
2182,"1804 BURKE ST SE, Washington, DC, 20003",Match,Exact,"1804 Burke St SE, WASHINGTON, DC, 20003","-76.97885,38.886154",76231595,L
999,"1347 I ST NE, Washington, DC, 20002",Match,Exact,"1347 I St NE, WASHINGTON, DC, 20002","-76.9876,38.901302",76230157,R
4007,"3302 24TH ST NE, Washington, DC, 20018",No_Match,,,,,
3048,"2425 WAGNER ST SE, Washington, DC, 20020",Match,Exact,"2425 Wagner St SE, WASHINGTON, DC, 20020","-76.970604,38.85933",76232765,R
783,"1312 S ST NW, Washington, DC, 20009",Match,Exact,"1312 S St NW, WASHINGTON, DC, 20009","-77.02999,38.914078",76223211,L
